district,text,rating,source,lat,lon
Железнодорожный,Есть Мир (cinema),4,osm_positive,53.35791608993204,83.74055172757356
Железнодорожный,KFC — работает (08:30-01:00),4,osm_active,53.35456820820547,83.74021256447517
Железнодорожный,Лукойл — работает (24/7),4,osm_active,53.34876578333415,83.74045251965255
Железнодорожный,Роснефть — работает (24/7),4,osm_active,53.349888081336076,83.74495846042882
Железнодорожный,Роснефть — работает (24/7),4,osm_active,53.352726650184415,83.73564205878233
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35026428895481,83.73911889846183
Железнодорожный,Столичный — работает (Mo-Su 09:00-20:00),4,osm_active,53.35261982197795,83.73979039305473
Железнодорожный,Мария-Ра — работает (07:00-23:00),4,osm_active,53.35191357802189,83.73883737675828
Железнодорожный,Новэкс — работает (Mo-Su 08:00-22:00),4,osm_active,53.35436037248857,83.73835960512731
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35396098228327,83.74111528563724
Железнодорожный,Мария-Ра — доступен,5,osm_access,53.35368643581231,83.74296136768992
Железнодорожный,Отделение связи №656031 — работает (Mo-Fr 08:00-20:00; Sa 09:00-18:00; Su 09:00-14:00),4,osm_active,53.35292908943926,83.7443009812146
Железнодорожный,Губернский лекарь — работает (Mo-Fr 07:30-22:00),4,osm_active,53.35273406930623,83.7455862137465
Железнодорожный,Мария-Ра — работает (08:00-22:00),4,osm_active,53.35586117799137,83.74231562559288
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.349263786545016,83.7388453561404
Железнодорожный,"Отделение связи №656039 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00; Su off)",4,osm_active,53.34904343200826,83.74277435928184
Железнодорожный,Отделение связи №656039 — недоступен,2,osm_access,53.3534537917072,83.73990819055435
Железнодорожный,Роснефть — работает (24/7),4,osm_active,53.352191631934325,83.74156769950805
Железнодорожный,Мария-Ра — работает (08:00-22:00),4,osm_active,53.35028791893462,83.74156272463581
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35285253387252,83.741009940086
Железнодорожный,Мария-Ра — доступен,5,osm_access,53.36180621580152,83.74226556927897
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35329263942112,83.73843024659425
Железнодорожный,Мария-Ра — работает (08:00-22:00),4,osm_active,53.34882025414065,83.74490511358687
Железнодорожный,Мария-Ра — недоступен,2,osm_access,53.351186801616784,83.73893575707942
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.34759260886762,83.73848362939667
Железнодорожный,Мария-Ра — доступен,5,osm_access,53.35465336572304,83.74177973187
Железнодорожный,Мария-Ра — работает (08:00-24:00),4,osm_active,53.35223871475322,83.73961551554171
Железнодорожный,Мария-Ра — недоступен,2,osm_access,53.35400230709647,83.74241409438476
Железнодорожный,Мария-Ра — работает (08:00-22:00),4,osm_active,53.35383170850993,83.74149674313007
Железнодорожный,Мария-Ра — работает (08:00-23:00),4,osm_active,53.35811255541822,83.73738798276037
Железнодорожный,Есть Научно-педагогическая библиотека АлтГПА (library),4,osm_positive,53.35028707158212,83.73935560311891
Железнодорожный,Есть Научно-педагогическая библиотека АлтГПУ (library),4,osm_positive,53.346354015371205,83.73996696811083
Железнодорожный,"Отделение связи №656052 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00; Su off)",4,osm_active,53.35310717422144,83.73888293674035
Железнодорожный,Отделение связи №656052 — доступен,5,osm_access,53.35177814478114,83.74047754960858
Железнодорожный,Наими — доступен,5,osm_access,53.34898080801519,83.7414668214539
Железнодорожный,"Новэкс — работает (Mo-We,Fr-Su 08:00-21:30;Th 08:00-22:00)",4,osm_active,53.354111688523645,83.73745938740419
Железнодорожный,Новэкс — работает (Mo-Su 09:00-21:00),4,osm_active,53.35734375844541,83.7438645918814
Железнодорожный,Городская поликлиника №7 — работает (08:00-17:00),4,osm_active,53.34873133898977,83.74340477367703
Железнодорожный,Сбербанк — работает (Mo-Fr 09:00-18:00),4,osm_active,53.35651944176165,83.74282741843382
Железнодорожный,Сбербанк — доступен,5,osm_access,53.35481282270588,83.74098820985189
Железнодорожный,Сбербанк — работает (Mo-Fr 09:30-18:30),4,osm_active,53.35732516785962,83.74119042343183
Железнодорожный,Сбербанк — доступен,5,osm_access,53.351936970086,83.73839807670277
Железнодорожный,Автоцентр ЗИЛ — работает (Mo-Fr 08:30-18:00; Sa-Su 08:30-16:00),4,osm_active,53.35023402699633,83.73808776222887
Железнодорожный,Автоцентр ЗИЛ — работает (Mo-Fr 08:30-18:00; Sa-Su 08:30-16:00),4,osm_active,53.34729236766771,83.74067112767848
Железнодорожный,Лента — работает (08:00-23:00),4,osm_active,53.35078850893647,83.74268243192394
Железнодорожный,Лента — доступен,5,osm_access,53.35274110836244,83.74018186834559
Железнодорожный,Любимая — работает (Mo-Su 08:00-21:00),4,osm_active,53.35034535722831,83.7378550813728
Железнодорожный,Роза-мимоза — работает (Mo-Su 07:00-20:00),4,osm_active,53.350021886070756,83.7412054641572
Железнодорожный,Ярче! — работает (Mo-Su 07:00-23:00),4,osm_active,53.354895638778686,83.74241197304552
Железнодорожный,Ярче! — доступен,5,osm_access,53.35802159506512,83.73762597036831
Железнодорожный,Союз — работает (Mo-Sa 09:00-19:00; Su 10:00-18:00),4,osm_active,53.35321842115513,83.7433531962239
Железнодорожный,Мария-Ра — работает (Mo-Su 07:00-22:00),4,osm_active,53.348915605770294,83.73814198126517
Железнодорожный,Мария-Ра — доступен,5,osm_access,53.35476636141181,83.73544320886053
Железнодорожный,Альфа-Банк — работает (Mo-Fr 09:00-18:00; Sa-Su off),4,osm_active,53.35169267638719,83.74271587089403
Железнодорожный,Ашан — работает (Mo-Su 08:00-22:00),4,osm_active,53.34939208973038,83.73634751422958
Железнодорожный,Kari — доступен,5,osm_access,53.35155919816795,83.73706986803074
Железнодорожный,Sanger — доступен,5,osm_access,53.352528150810556,83.74219184287266
Железнодорожный,Sela — доступен,5,osm_access,53.35537770470285,83.7424780045778
Железнодорожный,Tom Farr — доступен,5,osm_access,53.35588746316904,83.74191394389169
Железнодорожный,Эльдорадо — работает (Mo-Su 10:00-21:00),4,osm_active,53.35521133983951,83.74052887855206
Железнодорожный,Эльдорадо — доступен,5,osm_access,53.35029471070223,83.74197797198215
Железнодорожный,Humidor — доступен,5,osm_access,53.36031071869496,83.73784013589179
Железнодорожный,"Ярче! — работает (Mo-Su,PH 07:00-23:00)",4,osm_active,53.351552295958186,83.73969326817085
Железнодорожный,Барнаул (Пригород) — доступен,5,osm_access,53.34898138436419,83.73777018577783
Железнодорожный,Спортмастер Гипер — работает (Mo-Su 10:00-22:00),4,osm_active,53.36016749423861,83.74398544609811
