district,text,rating,source,lat,lon,sentiment_label,sentiment_score,sentiment_numeric
Волжский,ВТБ — работает (Mo-Fr 09:00-18:00),4,osm_active,51.53614888085788,46.031100176676055,POSITIVE,1.0,1.0
Волжский,ВТБ — недоступен,2,osm_access,51.529215861560445,46.030824596178,NEGATIVE,0.0,0.0
Волжский,Cоломон — работает (08:00-22:00),4,osm_active,51.536043985141184,46.034329222043006,POSITIVE,1.0,1.0
Волжский,Cоломон — доступен,5,osm_access,51.533701092811526,46.03663500820249,POSITIVE,1.0,1.0
Волжский,Магнит косметик — работает (Mo-Su 09:00-21:00),4,osm_active,51.53657662889534,46.03380881640946,POSITIVE,1.0,1.0
Волжский,Улей — работает (09:00-20:00),4,osm_active,51.53564348952787,46.03403711358342,POSITIVE,1.0,1.0
Волжский,"Арабелла — работает (Mo-Fr 10:00-24:00; Sa,Su 00:00-02:00,10:00-24:00)",4,osm_active,51.53695872347166,46.03205961626558,POSITIVE,1.0,1.0
Волжский,Есть Фундаментальная научная библиотека СГАУ (library),4,osm_positive,51.530739711203736,46.03328279775165,NEUTRAL,0.5,0.5
Волжский,"Фундаментальная библиотека Педагогического института СГУ — работает (Mo-We,Fr 09:30-18:00; Th 10:30-18:00; Sa 09:00-16:00)",4,osm_active,51.53089756297722,46.034233539866,POSITIVE,1.0,1.0
Волжский,Есть Фундаментальная библиотека Педагогического института СГУ (library),4,osm_positive,51.53096369721885,46.028294301524845,NEUTRAL,0.5,0.5
Волжский,Улей — работает (Mo-Fr 09:00-20:00; Sa 10:00-20:00; Su 10:00-19:00),4,osm_active,51.533862119115334,46.03434366346243,POSITIVE,1.0,1.0
Волжский,Улей — доступен,5,osm_access,51.537269168340465,46.030806536284686,POSITIVE,1.0,1.0
Волжский,Есть Научная медицинская библиотека СГМУ (library),4,osm_positive,51.532232063732,46.02804354551432,NEUTRAL,0.5,0.5
Волжский,"Вкусно — и точка — работает (07:00-24:00;00:00-05:00,06:00-24:00 ""экспресс"")",4,osm_active,51.53232904696573,46.02987967549353,POSITIVE,1.0,1.0
Волжский,Пятёрочка — работает (08:00-22:00),4,osm_active,51.5322057380909,46.029782991138354,POSITIVE,1.0,1.0
Волжский,Пятёрочка — доступен,5,osm_access,51.53334506117037,46.02750425812702,POSITIVE,1.0,1.0
Волжский,Саратов 410002 — работает (Mo-Fr 09:00-19:00; Sa 09:00-16:00),4,osm_active,51.533906587150845,46.02929192532351,POSITIVE,1.0,1.0
Волжский,Саратов 410002 — недоступен,2,osm_access,51.53218234537408,46.03230833424052,NEGATIVE,0.0,0.0
Волжский,Жульен — работает (08:00-20:00),4,osm_active,51.53226236792414,46.03363260346964,POSITIVE,1.0,1.0
Волжский,Сказка — работает (Mo-Su 10:00-20:00),4,osm_active,51.53088213263869,46.03040975353095,POSITIVE,1.0,1.0
Волжский,vis-a-vis — работает (Mo-Su 09:00-21:00),4,osm_active,51.537152124858586,46.0351087519772,POSITIVE,1.0,1.0
Волжский,Билайн — работает (Mo-Su 10:00-20:00),4,osm_active,51.5237501688073,46.03347226191934,POSITIVE,1.0,1.0
Волжский,ВТБ — работает (Mo-Fr 09:00-19:00; Sa 10:00-15:00),4,osm_active,51.53369832680187,46.03178376938865,POSITIVE,1.0,1.0
Волжский,ВТБ — доступен,5,osm_access,51.532660372978754,46.035584392711655,POSITIVE,1.0,1.0
Волжский,Пятерочка — работает (08:00-22:00),4,osm_active,51.53591746075332,46.03740117640146,POSITIVE,1.0,1.0
Волжский,Пятерочка — доступен,5,osm_access,51.53241726543311,46.03094469426948,POSITIVE,1.0,1.0
Волжский,Есть Библиотека № 1 (library),4,osm_positive,51.53033062197858,46.03115368237521,NEUTRAL,0.5,0.5
Волжский,Читай-город — работает (Mo-Fr 09:00-22:00; Sa-Su 09:00-21:00),4,osm_active,51.53442818110099,46.036905280734835,POSITIVE,1.0,1.0
Волжский,Салон новобрачных — работает (Mo-Sa 10:00-19:00),4,osm_active,51.53342521752923,46.03053388054025,POSITIVE,1.0,1.0
Волжский,"Город здоровья — работает (PH,Mo-Su 09:00-23:00)",4,osm_active,51.53027185477863,46.03548379537437,POSITIVE,1.0,1.0
Волжский,Специалист — работает (10:00-19:00),4,osm_active,51.53333719812792,46.03239673246308,POSITIVE,1.0,1.0
Волжский,Жульен — работает (08:00-20:00),4,osm_active,51.52869441496172,46.032778275243295,POSITIVE,1.0,1.0
Волжский,Жульен — недоступен,2,osm_access,51.53286724914207,46.03470724414054,NEGATIVE,0.0,0.0
Волжский,Сеул — работает (Mo-Fr 12:00-01:00; Sa-Su 12:00-03:00),4,osm_active,51.53237719760073,46.035206648423234,POSITIVE,1.0,1.0
Волжский,Сеул — недоступен,2,osm_access,51.52899746228772,46.037401851750786,NEGATIVE,0.0,0.0
Волжский,Магнит — работает (Mo-Su 08:30-22:00),4,osm_active,51.52928063229385,46.03096452787709,POSITIVE,1.0,1.0
Волжский,Лица — работает (Mo-Su 09:00-19:00),4,osm_active,51.529556713089136,46.03415498368321,POSITIVE,1.0,1.0
Волжский,Лица — недоступен,2,osm_access,51.535908064101875,46.02774234840369,NEGATIVE,0.0,0.0
