district,text,rating,source,lat,lon
Железнодорожный,Роснефть — работает (24/7),4,osm_active,53.20443203992623,45.054973998378074
Железнодорожный,"Пенза 440013 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa-Su 09:00-13:00,14:00-18:00)",4,osm_active,53.20449465709358,45.05682839341038
Железнодорожный,Вита Экспресс — работает (Mo-Su 08:00-21:00),4,osm_active,53.19985741032039,45.0667302747605
Железнодорожный,СВН — работает (Mo-Su 08:00-22:00),4,osm_active,53.197933021218454,45.06432994768218
Железнодорожный,Магнит — работает (Mo-Su 08:00-22:00),4,osm_active,53.20369055406631,45.054748138906035
Железнодорожный,Сиреневый туман — работает (12:00-02:00),4,osm_active,53.205662652627524,45.05733971340647
Железнодорожный,Конструктор — работает (Mo-Su 09:00-20:00),4,osm_active,53.20024398568567,45.063612714593305
Железнодорожный,Конструктор — недоступен,2,osm_access,53.20371379497826,45.05903783439272
Железнодорожный,Вита Экспресс — работает (Mo-Su 08:00-22:00),4,osm_active,53.20208933888548,45.060211747953744
Железнодорожный,Вита Экспресс — работает (Mo-Su 08:00-21:00),4,osm_active,53.201001101484096,45.05807559689177
Железнодорожный,Караван — работает (Mo-Su 08:00-23:00),4,osm_active,53.20397093664952,45.059065546887126
Железнодорожный,МТС — работает (Mo-Su 09:00-18:00),4,osm_active,53.2093816935736,45.06244949424668
Железнодорожный,Скидкино — работает (Mo-Su 08:00-22:00),4,osm_active,53.20386947746804,45.05950274684655
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.20611563879392,45.06353308054106
Железнодорожный,Пятёрочка — работает (08:00-22:00),4,osm_active,53.20314802490226,45.06063637131934
Железнодорожный,Пятёрочка — работает (08:00-22:00),4,osm_active,53.2063387041153,45.06235422531625
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.20338541621008,45.06325012966042
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.2043958514709,45.06156299996638
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.198956659531106,45.06396004755542
Железнодорожный,Ozon — работает (Mo-Su 09:00-20:00),4,osm_active,53.20345907831241,45.05950614961051
Железнодорожный,Доброцен — работает (Mo-Su 08:00-20:00),4,osm_active,53.20037434141642,45.05854351049178
Железнодорожный,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,53.202515843587854,45.05944899269146
Железнодорожный,Роснефть — работает (24/7),4,osm_active,53.20419736614451,45.06270717978404
Железнодорожный,"Ozon — работает (Mo-Tu,Fr-Su 09:00-21:00; We 09:00-19:00)",4,osm_active,53.20443066679163,45.054667600047615
Железнодорожный,"Ozon — работает (Mo-Tu,Fr-Su 09:00-21:00; We 09:00-19:00)",4,osm_active,53.20489310734395,45.0643084866971
Железнодорожный,Есть ТЮЗ (theatre),4,osm_positive,53.204622333996696,45.061681569535665
Железнодорожный,Много магазинов (15),5,infra,53.20164403562065,45.06455083057424
Железнодорожный,Отличный транспорт (26),5,infra,53.200015271877405,45.061167109328025
Железнодорожный,Парки (3),5,infra,53.20246915712184,45.053987669006666
Железнодорожный,Площадки (34),5,infra,53.20382166956235,45.05825383104601
Железнодорожный,Нет поликлиники,2,infra,53.20008093975727,45.06092692993096
Железнодорожный,"Школы (2), садики (2)",5,infra,53.197542428996705,45.063251104820765
Железнодорожный,Кафе нет,2,infra,53.20135258156934,45.059574196761304
Железнодорожный,Развитый район,5,infra,53.20365009332578,45.059585890933704
Ленинский,"ТЦ ""Суворовский"" — доступен",5,osm_access,53.19489552201759,44.96954674520038
Ленинский,Скидкино — работает (Mo-Su 08:00-22:00),4,osm_active,53.19303260410948,44.97740619540488
Ленинский,Лукойл — работает (24/7),4,osm_active,53.193520592165044,44.9786155866954
Ленинский,Дионис — работает (Mo-Su 07:00-21:00),4,osm_active,53.19147219072181,44.97217421100728
Ленинский,Династия — работает (Mo-Sa 09:00-19:00; Su 09:00-17:00),4,osm_active,53.19169830198657,44.98025184208128
Ленинский,Слобода — недоступен,2,osm_access,53.19021784170566,44.98123444056717
Ленинский,Фармация — работает (24/7),4,osm_active,53.19715003036657,44.97586368547216
Ленинский,Фармация — недоступен,2,osm_access,53.19219704643773,44.978025825895934
Ленинский,Вита Экспресс — работает (Mo-Su 08:00-22:00),4,osm_active,53.194535717807845,44.97980053998452
Ленинский,Вита Экспресс — доступен,5,osm_access,53.19748458974367,44.977230034580906
Ленинский,Караван — работает (24/7),4,osm_active,53.19350956959273,44.97841433121546
Ленинский,Караван — доступен,5,osm_access,53.191860348112485,44.978673410797015
Ленинский,Вита Экспресс — работает (Mo-Su 08:00-21:00),4,osm_active,53.18976131359923,44.97744759926924
Ленинский,Вита Экспресс — доступен,5,osm_access,53.19109045766843,44.97393308933419
Ленинский,"Пенза 440046 — работает (Mo-Su 09:00-13:00,14:00-18:00)",4,osm_active,53.19736606132971,44.98116762016925
Ленинский,Поликлиника №12 — работает (Mo-Fr 08:00-20:00; Sa 08:00-13:00),4,osm_active,53.20059307551854,44.97608447034162
Ленинский,"Пенза 440035 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00)",4,osm_active,53.19332746886008,44.974630166705914
Ленинский,Караван — работает (Mo-Su 08:00-23:00),4,osm_active,53.18927114128359,44.97531898893971
Ленинский,Караван — доступен,5,osm_access,53.1943096688567,44.976195102172625
