district,text,rating,source,lat,lon
Дзержинский,"Почтовое отделение №45 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00)",4,osm_active,57.69244679101239,39.7803328127862
Дзержинский,Дикси — работает (Mo-Su 08:00-23:00),4,osm_active,57.690221980599176,39.79004112132921
Дзержинский,Пятёрочка — работает (08:00-23:00),4,osm_active,57.691296372538346,39.78612691674438
Дзержинский,Антей — работает (Mo-Su 08:00-20:00),4,osm_active,57.68644913774405,39.78424053485492
Дзержинский,Сбербанк — работает (Mo-Sa 08:30-19:00),4,osm_active,57.694476058094274,39.78600235641032
Дзержинский,Антей — работает (Mo-Su 09:00-21:00),4,osm_active,57.688840915386535,39.7894346588867
Дзержинский,Магнит — работает (08:00-22:00),4,osm_active,57.69607926148843,39.788677822403926
Дзержинский,Магнит — доступен,5,osm_access,57.694007865637836,39.784624628286785
Дзержинский,Пятёрочка — работает (08:00-23:00),4,osm_active,57.68598846317755,39.786949854958216
Дзержинский,"Почтовое отделение №33 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00)",4,osm_active,57.69021074590454,39.7853090006638
Дзержинский,"Почтовое отделение №150042 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00)",4,osm_active,57.69158827849693,39.78645000406933
Дзержинский,Почтовое отделение №150042 — доступен,5,osm_access,57.69304823764773,39.78579392403337
Дзержинский,Почтовое отделение №44 — работает (Mo-Fr 08:00-20:00; Sa 09:00-18:00; Su 09:00-14:00),4,osm_active,57.68984102663579,39.78489115634865
Дзержинский,"Почтовое отделение №60 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00)",4,osm_active,57.6888392524281,39.7889771789264
Дзержинский,"Почтовое отделение №64 — работает (Mo-Fr 08:00-13:00,14:00-20:00; Sa 09:00-13:00,14:00-18:00; Su 09:00-14:00)",4,osm_active,57.68817625007054,39.7835326365579
Дзержинский,Пятёрочка — работает (08:00-23:00),4,osm_active,57.68507584928295,39.78418900096265
Дзержинский,Пятёрочка — работает (08:00-23:00),4,osm_active,57.6908195364342,39.788848342676545
Дзержинский,Дикси — работает (Mo-Su 08:00-23:00),4,osm_active,57.688974153423736,39.78783317425841
Дзержинский,Опти — работает (24/7),4,osm_active,57.69276339753734,39.78891921941217
Дзержинский,ЯрДент — работает (Mo-Fr 08:00-21:00; Sa 08:00-20:00; 08:00-15:00),4,osm_active,57.69036587059943,39.78455152052224
Дзержинский,Пятёрочка — работает (08:00-22:30),4,osm_active,57.69290687970774,39.78749451947594
Дзержинский,Магнит — работает (Mo-Su 08:00-22:00),4,osm_active,57.692355213975304,39.785044140234575
Дзержинский,"Апрель — работает (PH,Mo-Su 08:00-20:00)",4,osm_active,57.68736726281908,39.78677536301558
Дзержинский,Пятёрочка — работает (08:00-23:00),4,osm_active,57.69407545184487,39.78520821396636
Дзержинский,Пятёрочка — работает (24/7),4,osm_active,57.68868559733487,39.78658081184932
Дзержинский,Магнит — работает (08:00-22:00),4,osm_active,57.689253125534485,39.78707092286951
Дзержинский,Магнит — доступен,5,osm_access,57.68984569476506,39.79028014422202
Дзержинский,Столички — работает (Mo-Su 08:00-21:00),4,osm_active,57.69079634572973,39.791858727066256
Дзержинский,Сбербанк — работает (24/7),4,osm_active,57.692196551913824,39.787690443591366
Дзержинский,Пятёрочка — работает (08:00-23:00),4,osm_active,57.689691730534584,39.78827106083444
Дзержинский,Билайн — работает (Mo-Su 10:00-20:00),4,osm_active,57.687842019273305,39.79255953801297
Дзержинский,Билайн — работает (09:00-21:00),4,osm_active,57.69462712252513,39.78650482551236
Дзержинский,Ярославский бройлер — работает (Mo-Fr 08:30-20:30; Sa-Su 08:30-20:00),4,osm_active,57.69649534655001,39.79023819340703
Дзержинский,"Яроблтур — работает (Mo-Fr 10:00-20:00; Sa,Su 10:00-18:00)",4,osm_active,57.69355796142906,39.78325657980386
Дзержинский,Пятёрочка — работает (09:00-23:00),4,osm_active,57.69742931692395,39.78647003120699
Дзержинский,DNS — работает (Mo-Su 10:00-20:00),4,osm_active,57.69372754010079,39.7943823681084
Дзержинский,Пятёрочка — работает (08:00-23:00),4,osm_active,57.68984676004446,39.79318446345505
