district,text,rating,source,lat,lon,sentiment_label,sentiment_score,sentiment_numeric
Ленинский,Винлаб — работает (Mo-Su 09:00-22:00),4,osm_active,43.12434381197762,131.9880655676748,POSITIVE,1.0,1.0
Ленинский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,43.12413612415166,131.98230573473492,POSITIVE,1.0,1.0
Ленинский,Цветы на Бульваре — работает (Mo-Su 09:00-21:00),4,osm_active,43.12432311826747,131.98166486783862,POSITIVE,1.0,1.0
Ленинский,Энерготрейд — работает (Mo-Fr 09:00-17:00),4,osm_active,43.125805337907856,131.98415949721934,POSITIVE,1.0,1.0
Ленинский,Рид — работает (Mo-Fr 08:00-17:00),4,osm_active,43.123815475348,131.9810054376796,POSITIVE,1.0,1.0
Ленинский,Квартет вкусов — работает (Mo-Su 07:00-24:00),4,osm_active,43.12665050413543,131.98148141271338,POSITIVE,1.0,1.0
Ленинский,FEES Enduro Club — работает (Mo-Fr 09:00-18:00),4,osm_active,43.12075324042063,131.97999615669136,POSITIVE,1.0,1.0
Ленинский,"Ozon — работает (Mo-Tu,Fr-Su 09:00-21:00; We 09:00-19:00)",4,osm_active,43.121968283204026,131.9792024451226,POSITIVE,1.0,1.0
Ленинский,Мало магазинов (1),2,infra,43.12780735483163,131.98441800207732,NEGATIVE,0.0,0.0
Ленинский,Плохой транспорт,1,infra,43.12916058848825,131.9799215519706,NEUTRAL,0.5,0.5
Ленинский,Есть парк,4,infra,43.12734778220429,131.9865623710059,POSITIVE,1.0,1.0
Ленинский,Нет поликлиники,2,infra,43.123424907405976,131.98735311795724,NEUTRAL,0.5,0.5
Ленинский,Аптек нет,1,infra,43.12383891558537,131.9871596563913,NEUTRAL,0.5,0.5
Ленинский,Слабая инфраструктура,2,infra,43.12819012291911,131.98367115823933,NEUTRAL,0.5,0.5
Первомайский,Рублик — работает (Mo-Su 08:00-23:00),4,osm_active,43.0805399241234,131.95066673771535,POSITIVE,1.0,1.0
Первомайский,Владивосток 690011 — работает (Mo-Fr 08:00-20:00; Sa 09:00-18:00),4,osm_active,43.08565920397762,131.9500484849166,POSITIVE,1.0,1.0
Первомайский,Создание прокладок для ДВС — работает (Mo-Fr 08:00-17:00),4,osm_active,43.08371797741111,131.95435068634254,POSITIVE,1.0,1.0
Первомайский,Авто+ — работает (Mo-Su 10:00-19:00),4,osm_active,43.0860581728836,131.94341901181542,POSITIVE,1.0,1.0
Первомайский,Созвездие Зверят — работает (Mo-Su 09:00-21:00),4,osm_active,43.07877433944004,131.94723152085024,POSITIVE,1.0,1.0
Первомайский,Валентина — работает (Mo-Sa 8:00-24:00),4,osm_active,43.07982852306599,131.94638859780335,POSITIVE,1.0,1.0
Первомайский,Родник — работает (Mo-Su 08:00-24:00),4,osm_active,43.08435621949789,131.95594115657002,POSITIVE,1.0,1.0
Первомайский,Успех — работает (24/7),4,osm_active,43.082616788835814,131.94895120132614,POSITIVE,1.0,1.0
Первомайский,Надалекс — работает (Mo-Su 10:00-20:00),4,osm_active,43.079636552164864,131.9492175224544,POSITIVE,1.0,1.0
Первомайский,Катрин — работает (Mo-Su 10:00-19:00),4,osm_active,43.08519556174142,131.94919391635855,POSITIVE,1.0,1.0
Первомайский,Ёрш — работает (Mo-Su 10:00-22:00),4,osm_active,43.082993755136904,131.9499743506303,POSITIVE,1.0,1.0
Первомайский,Каскад — работает (Mo-Su 09:00-22:00),4,osm_active,43.07938853707687,131.9437406259932,POSITIVE,1.0,1.0
Первомайский,Hokkaido — работает (Mo-Sa 10:00-18:00; Su 10:00-17:00),4,osm_active,43.07996316883423,131.94754211733678,POSITIVE,1.0,1.0
Первомайский,Мистер Ойл — работает (Mo-Su 09:00-20:00),4,osm_active,43.0852434879424,131.94474746278144,POSITIVE,1.0,1.0
Первомайский,Prime garage — работает (Mo-Su 09:00-00:00),4,osm_active,43.08088239335219,131.9473458961849,POSITIVE,1.0,1.0
Первомайский,"Есть Детская флотилия ""Варяг"" (community_centre)",4,osm_positive,43.079941050670406,131.9479115711987,NEUTRAL,0.5,0.5
Первомайский,Аптека25.рф — работает (Mo-Su 09:00-21:00),4,osm_active,43.08306087939734,131.94316899601083,POSITIVE,1.0,1.0
Первомайский,Винлаб — работает (Mo-Su 09:00-22:00),4,osm_active,43.08296785952297,131.94737756736492,POSITIVE,1.0,1.0
Первомайский,Винлаб — работает (Mo-Su 09:00-22:00),4,osm_active,43.07962085988721,131.9452295546166,POSITIVE,1.0,1.0
Первомайский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,43.08427903044096,131.95065069772747,POSITIVE,1.0,1.0
Первомайский,ТвояАптека.рф — работает (Mo-Su 09:00-21:00),4,osm_active,43.08109373002768,131.94542229789562,POSITIVE,1.0,1.0
Первомайский,Семейная аптека — работает (Mo-Su 08:00-22:00),4,osm_active,43.08090168133781,131.9484476238224,POSITIVE,1.0,1.0
Первомайский,Маяк — работает (Mo-Su 09:00-20:00),4,osm_active,43.08460480572909,131.9426061051256,POSITIVE,1.0,1.0
Первомайский,Max-steel — работает (Mo-Sa 09:00-19:00),4,osm_active,43.07979571085678,131.94221983804397,POSITIVE,1.0,1.0
Первомайский,Комплекс-бар — работает (Mo-Fr 10:00-17:00),4,osm_active,43.07675201021989,131.94848399118467,POSITIVE,1.0,1.0
Первомайский,Монумент — работает (Mo-Fr 09:00-18:00; Sa-Su 09:00-17:00),4,osm_active,43.08139315140525,131.9487545543721,POSITIVE,1.0,1.0
Первомайский,Поцелуй — работает (Mo-Su 09:00-20:00),4,osm_active,43.083230763506144,131.94486145219818,POSITIVE,1.0,1.0
Первомайский,For_you — работает (Mo-Fr 10:00-19:00),4,osm_active,43.08458439416048,131.94747799557777,POSITIVE,1.0,1.0
Первомайский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,43.083650077837696,131.9467474351342,POSITIVE,1.0,1.0
Первомайский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,43.087276436367745,131.9455353498607,POSITIVE,1.0,1.0
Первомайский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,43.07926569740639,131.9473482174891,POSITIVE,1.0,1.0
Первомайский,Ozon — работает (Mo-Su 10:00-20:00),4,osm_active,43.08054602102182,131.94211739307053,POSITIVE,1.0,1.0
Первомайский,Акватория красоты — работает (Mo-Su 10:00-20:00),4,osm_active,43.084866236633566,131.9488202921528,POSITIVE,1.0,1.0
Первомайский,Аптека25.рф — работает (Mo-Su 08:00-22:00),4,osm_active,43.085550459218155,131.9484127136588,POSITIVE,1.0,1.0
Первомайский,СДЭК — работает (Mo-Fr 10:00-20:00; Sa-Su 10:00-18:00),4,osm_active,43.08015431481993,131.9469660484981,POSITIVE,1.0,1.0
Первомайский,Небесный замок — работает (Mo-Su 12:00-02:00),4,osm_active,43.08417121681656,131.94682612071418,POSITIVE,1.0,1.0
Первомайский,Домашняя работа — работает (Mo-Sa 10:00-18:50),4,osm_active,43.07846103782219,131.94803476277468,POSITIVE,1.0,1.0
Первомайский,Ангел Елена — работает (24/7),4,osm_active,43.07841313035622,131.94100576841217,POSITIVE,1.0,1.0
Первомайский,Ozon — работает (Mo-Su 09:00-21:00),4,osm_active,43.08106265261957,131.94922346929093,POSITIVE,1.0,1.0
Первомайский,Квартет вкусов — работает (Mo-Su 07:00-24:00),4,osm_active,43.08326318501289,131.9457502526882,POSITIVE,1.0,1.0
Первомайский,Квартет вкусов — работает (Mo-Su 07:00-23:00),4,osm_active,43.08842967129806,131.94568599338427,POSITIVE,1.0,1.0
Первомайский,Sup Vladi — работает (Mo-Su 10:00-21:00),4,osm_active,43.08083325001487,131.94593192240092,POSITIVE,1.0,1.0
Первомайский,"Ozon — работает (Mo-Tu,Fr-Su 09:00-21:00; We 09:00-19:00)",4,osm_active,43.0875764567947,131.94306507031024,POSITIVE,1.0,1.0
Первомайский,"Ozon — работает (Mo-Tu,Fr-Su 09:00-21:00; We 09:00-19:00)",4,osm_active,43.07985264928782,131.9500774687486,POSITIVE,1.0,1.0
Первомайский,"Ozon — работает (Mo-Tu,Fr-Su 09:00-21:00; We 09:00-19:00)",4,osm_active,43.08212362982744,131.94242819282093,POSITIVE,1.0,1.0
Первомайский,Coffee Machine — работает (24/7),4,osm_active,43.07538989806594,131.94595911006652,POSITIVE,1.0,1.0
Первомайский,Много магазинов (39),5,infra,43.082851730718026,131.9471627799139,POSITIVE,1.0,1.0
Первомайский,Отличный транспорт (26),5,infra,43.08109885919325,131.9487822818402,NEUTRAL,0.5,0.5
Первомайский,Парков нет,2,infra,43.07836959679524,131.9494826269864,NEUTRAL,0.5,0.5
Первомайский,Площадки (75),5,infra,43.08154194843066,131.95254598773658,NEUTRAL,0.5,0.5
Первомайский,Есть поликлиника,4,infra,43.081049764204295,131.94464345899453,NEUTRAL,0.5,0.5
Первомайский,Развитый район,5,infra,43.083408575014936,131.9433409039072,POSITIVE,1.0,1.0
Первореченский,Грузовые и легковые автошины — работает (Mo-Su 09:00-20:00),4,osm_active,43.14823548266053,131.95091163794257,POSITIVE,1.0,1.0
Первореченский,Золотой петушок — работает (Mo-Su 10:00-24:00),4,osm_active,43.148639468476944,131.9393640979031,POSITIVE,1.0,1.0
Первореченский,Медитерия — работает (Mo-Su 07:00-24:00),4,osm_active,43.15426695823268,131.95233969229682,POSITIVE,1.0,1.0
Первореченский,Владивосток 690089 — работает (Mo-Fr 08:00-20:00; Sa 09:00-18:00),4,osm_active,43.153521586343494,131.94814913395297,POSITIVE,1.0,1.0
Первореченский,Авторемонт — работает (Mo-Sa 09:00-18:00),4,osm_active,43.153186372409635,131.94445297558315,POSITIVE,1.0,1.0
Первореченский,Грузовой и легковой шиномонтаж — работает (24/7),4,osm_active,43.152788446288895,131.95405291111604,POSITIVE,1.0,1.0
Первореченский,Алекс — работает (Mo-Su 09:00-18:00),4,osm_active,43.14979779357735,131.94149035857268,POSITIVE,1.0,1.0
Первореченский,Продмаркет — работает (Mo-Su 08:00-23:00),4,osm_active,43.14965196141702,131.94683700179291,POSITIVE,1.0,1.0
Первореченский,Автосервис N7 — работает (Mo-Su 09:00-21:00),4,osm_active,43.151230551197216,131.95110985651206,POSITIVE,1.0,1.0
Первореченский,Роса — работает (Mo-Sa 09:00-18:00),4,osm_active,43.15536977037247,131.94386001013527,POSITIVE,1.0,1.0
Первореченский,Ironman 4x4 — работает (Mo-Fr 09:30-18:00; Sa 09:30-14:00),4,osm_active,43.14837319340878,131.9488760511366,POSITIVE,1.0,1.0
Первореченский,Car restore — работает (Mo-Fr 09:00-19:00),4,osm_active,43.14669426329282,131.9471842558811,POSITIVE,1.0,1.0
Первореченский,Автомойка легкового и грузового — работает (Mo-Su 09:00-21:00),4,osm_active,43.1462723188024,131.95221387197387,POSITIVE,1.0,1.0
Первореченский,Роснефть — работает (24/7),4,osm_active,43.14995866211796,131.94700334463852,POSITIVE,1.0,1.0
Первореченский,Роснефть — работает (24/7),4,osm_active,43.156198840256984,131.94820919796595,POSITIVE,1.0,1.0
Первореченский,Гиперавто — работает (Mo-Su 09:00-19:00),4,osm_active,43.1502338709647,131.9500936996151,POSITIVE,1.0,1.0
Первореченский,Джип сервис — работает (Mo-Su 09:00-20:00),4,osm_active,43.14872672812159,131.95076689028645,POSITIVE,1.0,1.0
Первореченский,Митасу — работает (24/7),4,osm_active,43.1536832267801,131.94318080206943,POSITIVE,1.0,1.0
Первореченский,"Пятый камень — работает (Mo-Fr 09:00-12:00, 13:00-18:00)",4,osm_active,43.158227388135224,131.94681103488338,POSITIVE,1.0,1.0
Первореченский,ГрандАвто — работает (Mo-Sa 09:00-18:00),4,osm_active,43.15049517236462,131.94576749062173,POSITIVE,1.0,1.0
Первореченский,Частный детский сад Китёнок — работает (Mo-Fr 08:00-19:00),4,osm_active,43.15205329592427,131.95082273164454,POSITIVE,1.0,1.0
Первореченский,ТНВД маркет — работает (Mo-Su 09:00-24:00),4,osm_active,43.152260042794104,131.9531811714663,POSITIVE,1.0,1.0
Первореченский,Самбери — работает (Mo-Su 09:00-24:00),4,osm_active,43.15094132336488,131.9477185757113,POSITIVE,1.0,1.0
Первореченский,Pizzaiolo — работает (Mo-Fr 11:00-23:00; Sa-Su 10:00-23:00),4,osm_active,43.14900937508515,131.94884048196317,POSITIVE,1.0,1.0
Первореченский,Kids City — работает (Mo-Fr 11:00-23:00; Sa-Su 10:00-23:00),4,osm_active,43.15521834880314,131.95014233706388,POSITIVE,1.0,1.0
Первореченский,Владивосток 690911 — работает (Tu-Fr 10:00-19:00; Sa 10:00-18:00),4,osm_active,43.14909570348646,131.9515814006338,POSITIVE,1.0,1.0
Первореченский,DNS — работает (Mo-Su 10:00-20:00),4,osm_active,43.14995601696037,131.94618393328258,POSITIVE,1.0,1.0
Первореченский,Бэби-клуб — работает (Mo-Su 9:00-20:00),4,osm_active,43.1500783828471,131.9486944687615,POSITIVE,1.0,1.0
Первореченский,Шумовнет — работает (Mo-Fr 09:00-18:00),4,osm_active,43.15055385156672,131.948861556687,POSITIVE,1.0,1.0
Первореченский,Технодром — работает (Mo-Su 09:00-21:00),4,osm_active,43.150932412660595,131.9461401471703,POSITIVE,1.0,1.0
