district,text,rating,source,lat,lon,sentiment_label,sentiment_score,sentiment_numeric
Коминтерновский,Центрторг — работает (Mo-Su 08:00-23:00),4,osm_active,51.72125636178391,39.146147232823616,POSITIVE,1.0,1.0
Коминтерновский,У Бильбо — работает (Mo-Su 12:00-24:00),4,osm_active,51.718972801996685,39.14157667850131,POSITIVE,1.0,1.0
Коминтерновский,Карапузик — работает (08:00-21:00),4,osm_active,51.71628218550347,39.14703460848182,POSITIVE,1.0,1.0
Коминтерновский,Аптека № 227 — работает (Mo-Fr 07:30-20:00;Sa 09:00-17:00),4,osm_active,51.718068980690646,39.14121431921432,POSITIVE,1.0,1.0
Коминтерновский,Перекрёсток — работает (Mo-Su 09:00-23:00),4,osm_active,51.71717013992755,39.14485892882523,POSITIVE,1.0,1.0
Коминтерновский,Пятью Пять — работает (Mo-Su 09:00-23:00),4,osm_active,51.71992560414595,39.1448913434294,POSITIVE,1.0,1.0
Коминтерновский,17 квартал — работает (Mo-Su 12:00-24:00),4,osm_active,51.71980718758742,39.14529468819969,POSITIVE,1.0,1.0
Коминтерновский,Иномарка — работает (Mo-Fr 10:00-19:00;Sa 10:00-18:00),4,osm_active,51.7196426981307,39.147381561208235,POSITIVE,1.0,1.0
Коминтерновский,Exist — работает (Mo-Fr 10:00-20:00; Sa 10:00-18:00; Su 10:00-16:00),4,osm_active,51.720388972735115,39.14289978669449,POSITIVE,1.0,1.0
Коминтерновский,Сбербанк — работает (Mo-Fr 09:00-18:30),4,osm_active,51.72110917351139,39.1474792963382,POSITIVE,1.0,1.0
Коминтерновский,Сбербанк — доступен,5,osm_access,51.71883081585157,39.14583045316976,POSITIVE,1.0,1.0
Коминтерновский,Магнит — работает (Mo-Su 09:30-22:00),4,osm_active,51.72053261117534,39.151215262916864,POSITIVE,1.0,1.0
Коминтерновский,Лавочка кулинара — работает (Mo-Su 09:00-23:00),4,osm_active,51.720819707144905,39.14726721169991,POSITIVE,1.0,1.0
Коминтерновский,АВС-электро — работает (Mo-Fr 09:00-21:00; Sa-Su 09:00-18:00),4,osm_active,51.72237721262977,39.149447619262624,POSITIVE,1.0,1.0
Коминтерновский,Клиническая — работает (Mo-Sa 07:30-21:00; Su 10:00-18:00),4,osm_active,51.714769259468824,39.14094780542357,POSITIVE,1.0,1.0
Коминтерновский,Здоровый город — работает (08:00-22:00),4,osm_active,51.719395408118594,39.145667688730235,POSITIVE,1.0,1.0
Коминтерновский,Магнит у дома — работает (Mo-Su 08:00-22:00),4,osm_active,51.719986173439274,39.144836422746906,POSITIVE,1.0,1.0
Коминтерновский,Магнит — работает (Mo-Su 09:30-22:00),4,osm_active,51.71943525753867,39.15188033119925,POSITIVE,1.0,1.0
